Name,Traits,Free Hours
Janelle,Leadership[4];Innovative[2];Collaborative[2];Skeptical[-1];Overbearing[-1],22
Cora,Detail-Oriented[3];Logical[3];Empathetic[3];Narrow-Minded[-2];Rigid[-2],3
Lavinia,Leadership[4];Empathetic[3];Organized[2];Impulsive[-1];Intolerant[-2],2
Jemimah,Empathetic[3];Analytical[3];Resourceful[2];Dismissive[-2];Resistant to Change[-2],12
Neely,Logical[3];Analytical[3];Flexible[2];Impatient[-1];Perfectionist (to a fault)[-1],13
Louisette,Creative Thinker[2];Supportive[2];Strategic[3];Intolerant[-2];Uncooperative[-2],11
Marget,Innovative[2];Logical[3];Tech-Savvy[2];Passive[-1];Overly Competitive[-1],31
Zarah,Reliable[3];Creative Thinker[2];Organized[2];Overly Critical[-2];Uncooperative[-2],8
Karoly,Organized[2];Tech-Savvy[2];Flexible[2];Overly Critical[-2];Pessimistic[-1],31
Madel,Innovative[2];Communicative[2];Collaborative[2];Rigid[-2];Pessimistic[-1],5
Chandra,Analytical[3];Leadership[4];Diplomatic[2];Uncooperative[-2];Rigid[-2],0
Sharona,Strategic[3];Analytical[3];Empathetic[3];Aloof[-1];Procrastinator[-3],6
Astrid,Creative Thinker[2];Diplomatic[2];Logical[3];Passive[-1];Narrow-Minded[-2],31
Kessia,Flexible[2];Innovative[2];Resourceful[2];Overly Competitive[-1];Overly Critical[-2],4
Licha,Empathetic[3];Tech-Savvy[2];Leadership[4];Defensive[-1];Skeptical[-1],6
Adore,Logical[3];Innovative[2];Collaborative[2];Pessimistic[-1];Unreliable[-3],39
Kaitlin,Empathetic[3];Time-Manager[3];Creative Thinker[2];Intolerant[-2];Procrastinator[-3],37
Sophia,Collaborative[2];Reliable[3];Strategic[3];Narrow-Minded[-2];Procrastinator[-3],11
Flossie,Detail-Oriented[3];Collaborative[2];Supportive[2];Moody[-1];Uncooperative[-2],20
Deedee,Reliable[3];Collaborative[2];Organized[2];Passive[-1];Overly Competitive[-1],3
Isabel,Time-Manager[3];Detail-Oriented[3];Analytical[3];Rigid[-2];Defensive[-1],40
Tammi,Organized[2];Tech-Savvy[2];Empathetic[3];Impulsive[-1];Stubborn[-1],9
Lurleen,Collaborative[2];Detail-Oriented[3];Creative Thinker[2];Overbearing[-1];Unempathetic[-2],34
Zorah,Leadership[4];Empathetic[3];Supportive[2];Intolerant[-2];Pessimistic[-1],33
Luisa,Analytical[3];Organized[2];Flexible[2];Easily Distracted[-1];Skeptical[-1],9
Clementine,Communicative[2];Tech-Savvy[2];Collaborative[2];Pessimistic[-1];Unreliable[-3],30
Beatrisa,Resourceful[2];Creative Thinker[2];Problem-Solver[3];Defensive[-1];Aloof[-1],28
Marcelia,Flexible[2];Reliable[3];Detail-Oriented[3];Overbearing[-1];Unempathetic[-2],2
Lulita,Time-Manager[3];Leadership[4];Mediator[2];Impatient[-1];Aloof[-1],32
Trista,Flexible[2];Leadership[4];Analytical[3];Narrow-Minded[-2];Non-communicative[-2],36
Grete,Analytical[3];Creative Thinker[2];Mediator[2];Impulsive[-1];Rigid[-2],20
Selena,Reliable[3];Logical[3];Organized[2];Uncooperative[-2];Overbearing[-1],12
Evvie,Problem-Solver[3];Communicative[2];Detail-Oriented[3];Impulsive[-1];Rigid[-2],3
Josie,Innovative[2];Problem-Solver[3];Strategic[3];Dismissive[-2];Unreliable[-3],4
Dian,Innovative[2];Time-Manager[3];Diplomatic[2];Overbearing[-1];Unreliable[-3],14
Rafaelita,Tech-Savvy[2];Communicative[2];Organized[2];Rigid[-2];Overly Critical[-2],7
Christan,Detail-Oriented[3];Logical[3];Creative Thinker[2];Easily Distracted[-1];Non-communicative[-2],26
Katha,Logical[3];Communicative[2];Strategic[3];Stubborn[-1];Unreliable[-3],0
Tabina,Analytical[3];Detail-Oriented[3];Supportive[2];Overly Critical[-2];Non-communicative[-2],26
Carlyn,Diplomatic[2];Logical[3];Creative Thinker[2];Procrastinator[-3];Dismissive[-2],18
Isadora,Strategic[3];Mediator[2];Time-Manager[3];Aloof[-1];Moody[-1],16
Tabby,Collaborative[2];Mediator[2];Innovative[2];Overbearing[-1];Conflict-Averse[-2],13
Celestyn,Time-Manager[3];Resourceful[2];Innovative[2];Impatient[-1];Rigid[-2],23
Kelsi,Problem-Solver[3];Mediator[2];Strategic[3];Indecisive[-2];Conflict-Averse[-2],28
Gianina,Problem-Solver[3];Organized[2];Tech-Savvy[2];Overbearing[-1];Intolerant[-2],22
Vonny,Reliable[3];Flexible[2];Leadership[4];Pessimistic[-1];Overbearing[-1],10
Chicky,Strategic[3];Detail-Oriented[3];Communicative[2];Intolerant[-2];Indecisive[-2],17
Celene,Leadership[4];Empathetic[3];Analytical[3];Impulsive[-1];Pessimistic[-1],8
Genia,Collaborative[2];Flexible[2];Reliable[3];Conflict-Averse[-2];Intolerant[-2],21
Nedda,Resourceful[2];Detail-Oriented[3];Creative Thinker[2];Passive[-1];Impatient[-1],29
Marie,Organized[2];Problem-Solver[3];Logical[3];Stubborn[-1];Uncooperative[-2],0
Margalit,Resourceful[2];Reliable[3];Strategic[3];Resistant to Change[-2];Defensive[-1],39
Leora,Collaborative[2];Innovative[2];Creative Thinker[2];Impulsive[-1];Defensive[-1],38
Angela,Collaborative[2];Problem-Solver[3];Flexible[2];Stubborn[-1];Overbearing[-1],39
Bonni,Tech-Savvy[2];Analytical[3];Supportive[2];Non-communicative[-2];Skeptical[-1],10
Lexie,Collaborative[2];Problem-Solver[3];Diplomatic[2];Unempathetic[-2];Impatient[-1],31
Allys,Innovative[2];Supportive[2];Strategic[3];Overbearing[-1];Uncooperative[-2],5
Stephani,Leadership[4];Empathetic[3];Innovative[2];Micromanaging[-2];Narrow-Minded[-2],4
Janean,Leadership[4];Logical[3];Problem-Solver[3];Unempathetic[-2];Stubborn[-1],37
Cyndi,Mediator[2];Innovative[2];Reliable[3];Intolerant[-2];Overly Competitive[-1],0
Jeni,Problem-Solver[3];Time-Manager[3];Empathetic[3];Passive[-1];Rigid[-2],10
Merlina,Logical[3];Communicative[2];Analytical[3];Procrastinator[-3];Conflict-Averse[-2],20
Cathi,Resourceful[2];Supportive[2];Innovative[2];Dismissive[-2];Aloof[-1],32
Roanne,Diplomatic[2];Detail-Oriented[3];Problem-Solver[3];Unempathetic[-2];Uncooperative[-2],12
Laverne,Strategic[3];Diplomatic[2];Problem-Solver[3];Unreliable[-3];Pessimistic[-1],1
Danielle,Diplomatic[2];Communicative[2];Collaborative[2];Impatient[-1];Narrow-Minded[-2],33
Rosetta,Empathetic[3];Mediator[2];Communicative[2];Procrastinator[-3];Aloof[-1],29
Roze,Reliable[3];Diplomatic[2];Problem-Solver[3];Overly Competitive[-1];Overly Critical[-2],34
Dyann,Analytical[3];Flexible[2];Logical[3];Uncooperative[-2];Narrow-Minded[-2],5
Chelsea,Analytical[3];Innovative[2];Communicative[2];Unempathetic[-2];Aloof[-1],31
Mufi,Strategic[3];Problem-Solver[3];Innovative[2];Stubborn[-1];Impulsive[-1],16
Roby,Strategic[3];Detail-Oriented[3];Supportive[2];Intolerant[-2];Overly Competitive[-1],14
Faye,Creative Thinker[2];Analytical[3];Reliable[3];Uncooperative[-2];Overly Competitive[-1],19
Shanta,Flexible[2];Diplomatic[2];Mediator[2];Unempathetic[-2];Skeptical[-1],28
Kippy,Mediator[2];Detail-Oriented[3];Organized[2];Aloof[-1];Dismissive[-2],40
Milka,Flexible[2];Innovative[2];Creative Thinker[2];Resistant to Change[-2];Pessimistic[-1],12
Nance,Empathetic[3];Logical[3];Analytical[3];Indecisive[-2];Overly Critical[-2],3
Lea,Strategic[3];Detail-Oriented[3];Analytical[3];Overly Critical[-2];Non-communicative[-2],5
Konstanze,Organized[2];Empathetic[3];Collaborative[2];Stubborn[-1];Uncooperative[-2],13
Dionis,Time-Manager[3];Strategic[3];Mediator[2];Micromanaging[-2];Moody[-1],20
Liana,Tech-Savvy[2];Mediator[2];Supportive[2];Narrow-Minded[-2];Micromanaging[-2],39
Rochette,Time-Manager[3];Empathetic[3];Detail-Oriented[3];Perfectionist (to a fault)[-1];Overly Competitive[-1],3
Agnesse,Collaborative[2];Innovative[2];Mediator[2];Skeptical[-1];Resistant to Change[-2],14
Caren,Flexible[2];Mediator[2];Reliable[3];Indecisive[-2];Intolerant[-2],12
Annalee,Time-Manager[3];Diplomatic[2];Innovative[2];Defensive[-1];Conflict-Averse[-2],35
Julina,Innovative[2];Collaborative[2];Communicative[2];Perfectionist (to a fault)[-1];Passive[-1],3
Orel,Communicative[2];Analytical[3];Logical[3];Defensive[-1];Uncooperative[-2],3
Lesli,Leadership[4];Flexible[2];Time-Manager[3];Dismissive[-2];Moody[-1],36
Iseabal,Detail-Oriented[3];Organized[2];Innovative[2];Narrow-Minded[-2];Rigid[-2],40
Tamarah,Reliable[3];Problem-Solver[3];Creative Thinker[2];Overly Competitive[-1];Unreliable[-3],30
Tana,Resourceful[2];Logical[3];Innovative[2];Aloof[-1];Overly Competitive[-1],39
Vallie,Collaborative[2];Mediator[2];Diplomatic[2];Skeptical[-1];Uncooperative[-2],22
Leonelle,Strategic[3];Collaborative[2];Detail-Oriented[3];Perfectionist (to a fault)[-1];Impatient[-1],36
Carol,Creative Thinker[2];Time-Manager[3];Communicative[2];Unreliable[-3];Overly Competitive[-1],37
Josselyn,Reliable[3];Innovative[2];Empathetic[3];Non-communicative[-2];Resistant to Change[-2],24
Xylina,Time-Manager[3];Problem-Solver[3];Innovative[2];Stubborn[-1];Impatient[-1],10
Milissent,Innovative[2];Organized[2];Flexible[2];Stubborn[-1];Defensive[-1],40
Mommy,Detail-Oriented[3];Mediator[2];Resourceful[2];Unempathetic[-2];Easily Distracted[-1],26
Corinne,Detail-Oriented[3];Diplomatic[2];Reliable[3];Skeptical[-1];Moody[-1],35
Bettine,Analytical[3];Organized[2];Strategic[3];Easily Distracted[-1];Perfectionist (to a fault)[-1],23
Klara,Time-Manager[3];Creative Thinker[2];Analytical[3];Moody[-1];Overly Competitive[-1],19
Garland,Detail-Oriented[3];Logical[3];Creative Thinker[2];Micromanaging[-2];Procrastinator[-3],29
Darby,Logical[3];Time-Manager[3];Mediator[2];Overbearing[-1];Indecisive[-2],40
Lexine,Time-Manager[3];Detail-Oriented[3];Collaborative[2];Perfectionist (to a fault)[-1];Resistant to Change[-2],7
Minta,Strategic[3];Flexible[2];Detail-Oriented[3];Unempathetic[-2];Pessimistic[-1],9
Hyacinthie,Analytical[3];Time-Manager[3];Supportive[2];Unreliable[-3];Aloof[-1],33
Valentine,Creative Thinker[2];Reliable[3];Diplomatic[2];Skeptical[-1];Impulsive[-1],13
Stepha,Innovative[2];Communicative[2];Detail-Oriented[3];Uncooperative[-2];Passive[-1],24
Batsheva,Collaborative[2];Logical[3];Communicative[2];Impulsive[-1];Overbearing[-1],16
Cicily,Flexible[2];Diplomatic[2];Creative Thinker[2];Uncooperative[-2];Perfectionist (to a fault)[-1],2
Bessy,Mediator[2];Collaborative[2];Resourceful[2];Impatient[-1];Indecisive[-2],32
Fallon,Communicative[2];Mediator[2];Creative Thinker[2];Stubborn[-1];Moody[-1],34
Valeria,Problem-Solver[3];Resourceful[2];Organized[2];Conflict-Averse[-2];Narrow-Minded[-2],37
Leonanie,Problem-Solver[3];Diplomatic[2];Detail-Oriented[3];Easily Distracted[-1];Stubborn[-1],33
Kayla,Organized[2];Diplomatic[2];Problem-Solver[3];Intolerant[-2];Stubborn[-1],3
Tammy,Logical[3];Communicative[2];Resourceful[2];Moody[-1];Indecisive[-2],8
Evania,Analytical[3];Leadership[4];Logical[3];Unreliable[-3];Overbearing[-1],24
Kordula,Logical[3];Diplomatic[2];Creative Thinker[2];Skeptical[-1];Aloof[-1],3
Davine,Analytical[3];Problem-Solver[3];Reliable[3];Overly Competitive[-1];Skeptical[-1],14
Sonja,Tech-Savvy[2];Creative Thinker[2];Strategic[3];Skeptical[-1];Defensive[-1],1
Dotty,Leadership[4];Tech-Savvy[2];Analytical[3];Aloof[-1];Narrow-Minded[-2],0
Shirlene,Diplomatic[2];Flexible[2];Mediator[2];Overbearing[-1];Conflict-Averse[-2],18
Isidora,Leadership[4];Creative Thinker[2];Flexible[2];Overly Competitive[-1];Moody[-1],20
Neda,Communicative[2];Empathetic[3];Collaborative[2];Unreliable[-3];Pessimistic[-1],16
Keelia,Empathetic[3];Resourceful[2];Analytical[3];Skeptical[-1];Rigid[-2],19
Emily,Innovative[2];Creative Thinker[2];Problem-Solver[3];Overbearing[-1];Defensive[-1],5
Ann-Marie,Detail-Oriented[3];Supportive[2];Mediator[2];Overly Competitive[-1];Unreliable[-3],19
Terrie,Analytical[3];Empathetic[3];Diplomatic[2];Overly Critical[-2];Moody[-1],25
Tiertza,Tech-Savvy[2];Leadership[4];Reliable[3];Perfectionist (to a fault)[-1];Unempathetic[-2],21
Charleen,Empathetic[3];Logical[3];Flexible[2];Unempathetic[-2];Rigid[-2],25
Consuelo,Detail-Oriented[3];Diplomatic[2];Reliable[3];Resistant to Change[-2];Dismissive[-2],6
Ashleigh,Supportive[2];Detail-Oriented[3];Communicative[2];Passive[-1];Conflict-Averse[-2],24
Cleopatra,Collaborative[2];Diplomatic[2];Leadership[4];Impatient[-1];Intolerant[-2],16
Penelopa,Time-Manager[3];Empathetic[3];Flexible[2];Impatient[-1];Procrastinator[-3],17
Marylin,Innovative[2];Mediator[2];Analytical[3];Easily Distracted[-1];Pessimistic[-1],22
Marjorie,Tech-Savvy[2];Logical[3];Flexible[2];Passive[-1];Micromanaging[-2],5
Audrye,Tech-Savvy[2];Strategic[3];Creative Thinker[2];Uncooperative[-2];Moody[-1],4
Myrta,Creative Thinker[2];Analytical[3];Resourceful[2];Perfectionist (to a fault)[-1];Conflict-Averse[-2],30
Nicole,Flexible[2];Creative Thinker[2];Detail-Oriented[3];Uncooperative[-2];Unempathetic[-2],19
Erminie,Collaborative[2];Supportive[2];Detail-Oriented[3];Conflict-Averse[-2];Skeptical[-1],21
Nina,Mediator[2];Supportive[2];Analytical[3];Rigid[-2];Overly Critical[-2],29
Jilleen,Communicative[2];Collaborative[2];Creative Thinker[2];Overly Critical[-2];Unempathetic[-2],7
Rosina,Innovative[2];Logical[3];Flexible[2];Uncooperative[-2];Unreliable[-3],34
Lilia,Time-Manager[3];Empathetic[3];Collaborative[2];Stubborn[-1];Pessimistic[-1],20
Adi,Analytical[3];Strategic[3];Innovative[2];Overly Critical[-2];Procrastinator[-3],16
TEirtza,Mediator[2];Reliable[3];Detail-Oriented[3];Moody[-1];Intolerant[-2],0
Jacquelin,Creative Thinker[2];Mediator[2];Logical[3];Overly Critical[-2];Procrastinator[-3],33
Jemmie,Diplomatic[2];Analytical[3];Logical[3];Resistant to Change[-2];Stubborn[-1],27
Agna,Supportive[2];Empathetic[3];Analytical[3];Procrastinator[-3];Aloof[-1],33
Tricia,Detail-Oriented[3];Reliable[3];Communicative[2];Indecisive[-2];Micromanaging[-2],26
Janean,Mediator[2];Logical[3];Innovative[2];Overly Critical[-2];Impulsive[-1],13
Fernandina,Logical[3];Empathetic[3];Creative Thinker[2];Intolerant[-2];Defensive[-1],17
Kimberlyn,Empathetic[3];Organized[2];Reliable[3];Unreliable[-3];Resistant to Change[-2],4
Tatum,Tech-Savvy[2];Organized[2];Flexible[2];Resistant to Change[-2];Dismissive[-2],7
Norean,Reliable[3];Flexible[2];Logical[3];Passive[-1];Non-communicative[-2],36
Maryl,Diplomatic[2];Empathetic[3];Leadership[4];Defensive[-1];Intolerant[-2],6
Joleen,Communicative[2];Supportive[2];Analytical[3];Aloof[-1];Unreliable[-3],26
Roxane,Time-Manager[3];Logical[3];Communicative[2];Impulsive[-1];Intolerant[-2],37
Katusha,Leadership[4];Organized[2];Resourceful[2];Conflict-Averse[-2];Passive[-1],3
Norah,Strategic[3];Mediator[2];Creative Thinker[2];Indecisive[-2];Passive[-1],2
Tabitha,Leadership[4];Strategic[3];Resourceful[2];Perfectionist (to a fault)[-1];Pessimistic[-1],33
Allis,Reliable[3];Supportive[2];Problem-Solver[3];Procrastinator[-3];Micromanaging[-2],7
Clarissa,Flexible[2];Detail-Oriented[3];Empathetic[3];Narrow-Minded[-2];Defensive[-1],15
Nolana,Reliable[3];Detail-Oriented[3];Analytical[3];Narrow-Minded[-2];Overbearing[-1],13
Martha,Leadership[4];Problem-Solver[3];Mediator[2];Moody[-1];Intolerant[-2],10
Hanny,Analytical[3];Leadership[4];Innovative[2];Stubborn[-1];Resistant to Change[-2],7
Wilhelmine,Innovative[2];Problem-Solver[3];Logical[3];Defensive[-1];Overly Critical[-2],7
Kinna,Supportive[2];Empathetic[3];Organized[2];Impatient[-1];Intolerant[-2],17
Jonie,Resourceful[2];Tech-Savvy[2];Supportive[2];Uncooperative[-2];Stubborn[-1],36
Clovis,Diplomatic[2];Time-Manager[3];Communicative[2];Perfectionist (to a fault)[-1];Aloof[-1],35
Deanne,Strategic[3];Reliable[3];Mediator[2];Resistant to Change[-2];Defensive[-1],26
Kath,Innovative[2];Strategic[3];Problem-Solver[3];Procrastinator[-3];Indecisive[-2],20
Babette,Empathetic[3];Time-Manager[3];Creative Thinker[2];Conflict-Averse[-2];Rigid[-2],7
Tanhya,Time-Manager[3];Leadership[4];Tech-Savvy[2];Aloof[-1];Uncooperative[-2],27
Stoddard,Resourceful[2];Mediator[2];Communicative[2];Easily Distracted[-1];Conflict-Averse[-2],36
Ernaline,Creative Thinker[2];Diplomatic[2];Leadership[4];Narrow-Minded[-2];Perfectionist (to a fault)[-1],12
Bobine,Resourceful[2];Logical[3];Creative Thinker[2];Uncooperative[-2];Defensive[-1],0
Carmina,Innovative[2];Communicative[2];Mediator[2];Overly Competitive[-1];Pessimistic[-1],27
Ramonda,Innovative[2];Problem-Solver[3];Organized[2];Narrow-Minded[-2];Non-communicative[-2],10
Edeline,Detail-Oriented[3];Supportive[2];Diplomatic[2];Rigid[-2];Overbearing[-1],28
Sondra,Empathetic[3];Innovative[2];Resourceful[2];Overly Critical[-2];Uncooperative[-2],37
Nerissa,Flexible[2];Logical[3];Organized[2];Aloof[-1];Indecisive[-2],23
Eulalie,Tech-Savvy[2];Logical[3];Supportive[2];Impatient[-1];Overly Competitive[-1],28
Bessy,Flexible[2];Problem-Solver[3];Creative Thinker[2];Intolerant[-2];Overly Critical[-2],22
Lyndy,Leadership[4];Reliable[3];Problem-Solver[3];Narrow-Minded[-2];Intolerant[-2],17
Charla,Analytical[3];Collaborative[2];Innovative[2];Intolerant[-2];Skeptical[-1],18
Kimmy,Analytical[3];Collaborative[2];Supportive[2];Micromanaging[-2];Intolerant[-2],35
Allina,Creative Thinker[2];Strategic[3];Problem-Solver[3];Indecisive[-2];Non-communicative[-2],6
Lenna,Collaborative[2];Flexible[2];Resourceful[2];Impulsive[-1];Unempathetic[-2],2
Aimee,Leadership[4];Organized[2];Creative Thinker[2];Indecisive[-2];Dismissive[-2],35
Valry,Mediator[2];Diplomatic[2];Creative Thinker[2];Skeptical[-1];Intolerant[-2],24
Karina,Tech-Savvy[2];Flexible[2];Creative Thinker[2];Conflict-Averse[-2];Unreliable[-3],38
Halie,Detail-Oriented[3];Leadership[4];Time-Manager[3];Micromanaging[-2];Conflict-Averse[-2],8
Jasmina,Flexible[2];Innovative[2];Creative Thinker[2];Narrow-Minded[-2];Intolerant[-2],23
Linzy,Problem-Solver[3];Time-Manager[3];Mediator[2];Passive[-1];Overly Competitive[-1],33
Pooh,Supportive[2];Logical[3];Detail-Oriented[3];Unempathetic[-2];Unreliable[-3],30
Janie,Resourceful[2];Leadership[4];Time-Manager[3];Indecisive[-2];Intolerant[-2],39
Judye,Tech-Savvy[2];Empathetic[3];Analytical[3];Overly Competitive[-1];Resistant to Change[-2],26
Olly,Tech-Savvy[2];Analytical[3];Creative Thinker[2];Resistant to Change[-2];Overbearing[-1],32
Nancie,Flexible[2];Mediator[2];Organized[2];Narrow-Minded[-2];Overly Critical[-2],40
Nancie,Analytical[3];Leadership[4];Flexible[2];Narrow-Minded[-2];Skeptical[-1],37
Adrianne,Reliable[3];Creative Thinker[2];Mediator[2];Impatient[-1];Narrow-Minded[-2],16
Rosa,Time-Manager[3];Strategic[3];Reliable[3];Rigid[-2];Uncooperative[-2],28
Alisa,Time-Manager[3];Collaborative[2];Reliable[3];Unreliable[-3];Uncooperative[-2],29
Clarey,Diplomatic[2];Reliable[3];Strategic[3];Impatient[-1];Non-communicative[-2],5
Tabatha,Mediator[2];Supportive[2];Strategic[3];Indecisive[-2];Skeptical[-1],16
Beverlie,Empathetic[3];Problem-Solver[3];Analytical[3];Intolerant[-2];Defensive[-1],11
Celestyn,Supportive[2];Detail-Oriented[3];Analytical[3];Passive[-1];Skeptical[-1],22
Marcella,Leadership[4];Analytical[3];Resourceful[2];Resistant to Change[-2];Perfectionist (to a fault)[-1],27
Dasie,Empathetic[3];Innovative[2];Reliable[3];Micromanaging[-2];Impulsive[-1],10
Jacquelyn,Time-Manager[3];Leadership[4];Diplomatic[2];Unempathetic[-2];Perfectionist (to a fault)[-1],4
Holli,Leadership[4];Creative Thinker[2];Innovative[2];Pessimistic[-1];Unempathetic[-2],21
Darell,Innovative[2];Tech-Savvy[2];Reliable[3];Indecisive[-2];Skeptical[-1],3
Lizabeth,Empathetic[3];Time-Manager[3];Innovative[2];Overly Competitive[-1];Uncooperative[-2],11
Corrianne,Innovative[2];Reliable[3];Diplomatic[2];Dismissive[-2];Unempathetic[-2],26
Shelba,Innovative[2];Collaborative[2];Strategic[3];Defensive[-1];Perfectionist (to a fault)[-1],19
Lanie,Organized[2];Analytical[3];Strategic[3];Non-communicative[-2];Unreliable[-3],6
Laraine,Organized[2];Innovative[2];Time-Manager[3];Pessimistic[-1];Overly Critical[-2],29
Trish,Reliable[3];Logical[3];Resourceful[2];Rigid[-2];Impulsive[-1],37
Penny,Innovative[2];Diplomatic[2];Organized[2];Overly Critical[-2];Impulsive[-1],34
Gwenora,Collaborative[2];Communicative[2];Innovative[2];Overly Competitive[-1];Passive[-1],27
Wendye,Time-Manager[3];Organized[2];Supportive[2];Dismissive[-2];Perfectionist (to a fault)[-1],31
Michelle,Organized[2];Communicative[2];Supportive[2];Overly Competitive[-1];Easily Distracted[-1],15
Collen,Organized[2];Detail-Oriented[3];Supportive[2];Narrow-Minded[-2];Unempathetic[-2],39
Kelly,Mediator[2];Creative Thinker[2];Organized[2];Moody[-1];Non-communicative[-2],17
Malynda,Creative Thinker[2];Diplomatic[2];Communicative[2];Procrastinator[-3];Conflict-Averse[-2],21
Hadria,Empathetic[3];Innovative[2];Mediator[2];Conflict-Averse[-2];Uncooperative[-2],29
Marline,Mediator[2];Empathetic[3];Flexible[2];Overbearing[-1];Procrastinator[-3],2
Fanechka,Resourceful[2];Detail-Oriented[3];Problem-Solver[3];Impulsive[-1];Overly Critical[-2],0
Ginelle,Collaborative[2];Logical[3];Strategic[3];Skeptical[-1];Micromanaging[-2],22
Regine,Time-Manager[3];Supportive[2];Leadership[4];Overly Competitive[-1];Rigid[-2],2
Gwendolin,Communicative[2];Creative Thinker[2];Innovative[2];Overly Critical[-2];Rigid[-2],20
Christalle,Strategic[3];Communicative[2];Diplomatic[2];Unempathetic[-2];Pessimistic[-1],37
Lena,Leadership[4];Organized[2];Logical[3];Impulsive[-1];Resistant to Change[-2],28
Carmon,Resourceful[2];Communicative[2];Creative Thinker[2];Impulsive[-1];Micromanaging[-2],2
Delphine,Supportive[2];Analytical[3];Organized[2];Non-communicative[-2];Skeptical[-1],34
Vi,Logical[3];Flexible[2];Communicative[2];Impatient[-1];Overly Critical[-2],21
Charmaine,Collaborative[2];Supportive[2];Mediator[2];Overly Competitive[-1];Skeptical[-1],33
Hettie,Collaborative[2];Analytical[3];Innovative[2];Easily Distracted[-1];Procrastinator[-3],0
Sarajane,Collaborative[2];Problem-Solver[3];Detail-Oriented[3];Unreliable[-3];Conflict-Averse[-2],8
Tim,Collaborative[2];Time-Manager[3];Analytical[3];Perfectionist (to a fault)[-1];Moody[-1],14
Ann-Marie,Logical[3];Tech-Savvy[2];Analytical[3];Intolerant[-2];Passive[-1],17
Vinita,Creative Thinker[2];Problem-Solver[3];Leadership[4];Impulsive[-1];Unreliable[-3],12
Jacquetta,Organized[2];Communicative[2];Reliable[3];Impatient[-1];Defensive[-1],5
Renee,Mediator[2];Resourceful[2];Problem-Solver[3];Indecisive[-2];Conflict-Averse[-2],35
Ruthi,Empathetic[3];Problem-Solver[3];Strategic[3];Impatient[-1];Moody[-1],22
Lusa,Leadership[4];Problem-Solver[3];Reliable[3];Defensive[-1];Micromanaging[-2],40
Andee,Creative Thinker[2];Empathetic[3];Strategic[3];Micromanaging[-2];Rigid[-2],35
Anjela,Collaborative[2];Resourceful[2];Leadership[4];Perfectionist (to a fault)[-1];Non-communicative[-2],13
Malory,Problem-Solver[3];Creative Thinker[2];Time-Manager[3];Defensive[-1];Resistant to Change[-2],7
Elke,Communicative[2];Creative Thinker[2];Tech-Savvy[2];Indecisive[-2];Overly Critical[-2],7
Maurizia,Innovative[2];Organized[2];Detail-Oriented[3];Narrow-Minded[-2];Easily Distracted[-1],3
Anne-Corinne,Supportive[2];Diplomatic[2];Innovative[2];Impulsive[-1];Overbearing[-1],22
Anabel,Communicative[2];Mediator[2];Strategic[3];Dismissive[-2];Unempathetic[-2],7
Eadie,Innovative[2];Organized[2];Creative Thinker[2];Pessimistic[-1];Unreliable[-3],1
Jaime,Leadership[4];Mediator[2];Innovative[2];Micromanaging[-2];Dismissive[-2],5
Aubry,Tech-Savvy[2];Strategic[3];Logical[3];Unempathetic[-2];Overly Critical[-2],28
Viviyan,Detail-Oriented[3];Empathetic[3];Collaborative[2];Indecisive[-2];Impulsive[-1],6
Wally,Strategic[3];Mediator[2];Empathetic[3];Uncooperative[-2];Non-communicative[-2],28
Elysia,Analytical[3];Supportive[2];Leadership[4];Skeptical[-1];Moody[-1],35
Ninnetta,Strategic[3];Creative Thinker[2];Analytical[3];Stubborn[-1];Rigid[-2],17
Barbara,Resourceful[2];Organized[2];Creative Thinker[2];Conflict-Averse[-2];Rigid[-2],21
Sileas,Logical[3];Diplomatic[2];Empathetic[3];Unempathetic[-2];Pessimistic[-1],5
Robinet,Problem-Solver[3];Time-Manager[3];Leadership[4];Pessimistic[-1];Non-communicative[-2],3
Christy,Communicative[2];Flexible[2];Resourceful[2];Overbearing[-1];Perfectionist (to a fault)[-1],8
Nikkie,Logical[3];Tech-Savvy[2];Supportive[2];Easily Distracted[-1];Impulsive[-1],0
Felicia,Strategic[3];Mediator[2];Detail-Oriented[3];Unreliable[-3];Intolerant[-2],26
Nedda,Supportive[2];Reliable[3];Leadership[4];Unempathetic[-2];Uncooperative[-2],17
Holli,Flexible[2];Reliable[3];Creative Thinker[2];Overly Competitive[-1];Passive[-1],38
Rosamund,Creative Thinker[2];Detail-Oriented[3];Time-Manager[3];Indecisive[-2];Rigid[-2],39
Caralie,Creative Thinker[2];Communicative[2];Diplomatic[2];Micromanaging[-2];Rigid[-2],23
Christan,Leadership[4];Communicative[2];Problem-Solver[3];Unreliable[-3];Procrastinator[-3],35
Briana,Organized[2];Diplomatic[2];Time-Manager[3];Unempathetic[-2];Dismissive[-2],33
Adorne,Strategic[3];Leadership[4];Logical[3];Overly Critical[-2];Overbearing[-1],32
Elsi,Detail-Oriented[3];Diplomatic[2];Organized[2];Perfectionist (to a fault)[-1];Rigid[-2],7
Bernadina,Strategic[3];Flexible[2];Analytical[3];Aloof[-1];Pessimistic[-1],22
Klarika,Time-Manager[3];Creative Thinker[2];Analytical[3];Moody[-1];Non-communicative[-2],13
Erminie,Collaborative[2];Mediator[2];Strategic[3];Passive[-1];Conflict-Averse[-2],39
